meter_id,timestamp,kwh_interval,quality_flag
MTR-USA-183,2026-05-21T23:00:00,143.474,ACTUAL
MTR-USA-323,2026-05-21T00:00:00,13.231,ACTUAL
MTR-USA-323,2026-05-21T01:00:00,6.4,ACTUAL
MTR-USA-323,2026-05-21T02:00:00,22.489,ACTUAL
MTR-USA-323,2026-05-21T03:00:00,34.413,ACTUAL
MTR-USA-323,2026-05-21T04:00:00,12.429,ACTUAL
MTR-USA-323,2026-05-21T05:00:00,14.113,ACTUAL
MTR-USA-323,2026-05-21T06:00:00,8.616,ACTUAL
MTR-USA-323,2026-05-21T07:00:00,9.018,ACTUAL
MTR-USA-323,2026-05-21T08:00:00,112.478,ACTUAL
MTR-USA-323,2026-05-21T09:00:00,463.999,ACTUAL
MTR-USA-323,2026-05-21T10:00:00,123.453,ACTUAL
MTR-USA-323,2026-05-21T12:00:00,500.552,ACTUAL
MTR-USA-323,2026-05-21T13:00:00,516.361,ACTUAL
MTR-USA-323,2026-05-21T14:00:00,559.703,ACTUAL
MTR-USA-323,2026-05-21T15:00:00,405.72,ACTUAL
MTR-USA-323,2026-05-21T16:00:00,400.344,ACTUAL
MTR-USA-323,2026-05-21T17:00:00,75.868,ACTUAL
MTR-USA-323,2026-05-21T18:00:00,112.327,ACTUAL
MTR-USA-323,2026-05-21T19:00:00,23.849,ACTUAL
MTR-USA-323,2026-05-21T20:00:00,27.963,ACTUAL
MTR-USA-323,2026-05-21T21:00:00,18.065,ACTUAL
MTR-USA-323,2026-05-21T22:00:00,31.598,ACTUAL
MTR-USA-323,2026-05-21T23:00:00,20.609,ACTUAL
MTR-UK-926,2026-05-21T00:00:00,40.991,ACTUAL
MTR-UK-926,2026-05-21T01:00:00,45.688,ACTUAL
MTR-UK-926,2026-05-21T02:00:00,58.762,ACTUAL
MTR-UK-926,2026-05-21T03:00:00,55.183,ACTUAL
MTR-UK-926,2026-05-21T04:00:00,44.346,ACTUAL
MTR-UK-926,2026-05-21T05:00:00,42.466,ACTUAL
MTR-UK-926,2026-05-21T06:00:00,38.138,ACTUAL
MTR-UK-926,2026-05-21T07:00:00,7.747,POWER_OUTAGE
MTR-UK-926,2026-05-21T08:00:00,164.67,ACTUAL
MTR-UK-926,2026-05-21T09:00:00,448.0,ACTUAL
MTR-UK-926,2026-05-21T10:00:00,168.219,ACTUAL
MTR-UK-926,2026-05-21T11:00:00,596.341,ACTUAL
MTR-UK-926,2026-05-21T12:00:00,123.087,ACTUAL
MTR-UK-926,2026-05-21T13:00:00,129.305,ACTUAL
MTR-UK-926,2026-05-21T15:00:00,244.524,ACTUAL
MTR-UK-926,2026-05-21T16:00:00,164.259,ACTUAL
MTR-UK-926,2026-05-21T17:00:00,342.872,ACTUAL
MTR-UK-926,2026-05-21T18:00:00,169.478,ACTUAL
MTR-UK-926,2026-05-21T20:00:00,20.803,ACTUAL
MTR-UK-926,2026-05-21T21:00:00,7.553,MANUAL_ENTRY
MTR-UK-926,2026-05-21T22:00:00,51.263,ACTUAL
MTR-UK-926,2026-05-21T23:00:00,43.184,ACTUAL
MTR-UK-963,2026-05-21T00:00:00,63.417,ACTUAL
MTR-UK-963,2026-05-21T01:00:00,353.424,ACTUAL
MTR-UK-963,2026-05-21T02:00:00,270.937,ACTUAL
MTR-UK-963,2026-05-21T03:00:00,305.408,ACTUAL
MTR-UK-963,2026-05-21T04:00:00,145.933,ACTUAL
MTR-UK-963,2026-05-21T05:00:00,304.979,ACTUAL
MTR-UK-963,2026-05-21T06:00:00,222.381,ACTUAL
MTR-UK-963,2026-05-21T07:00:00,362.251,ACTUAL
MTR-UK-963,2026-05-21T09:00:00,544.817,ACTUAL
MTR-UK-963,2026-05-21T10:00:00,320.262,ACTUAL
MTR-UK-963,2026-05-21T11:00:00,509.8,ACTUAL
MTR-UK-963,2026-05-21T12:00:00,76.908,ACTUAL
MTR-UK-963,2026-05-21T13:00:00,549.824,ACTUAL
MTR-UK-963,2026-05-21T14:00:00,519.58,ACTUAL
MTR-UK-963,2026-05-21T15:00:00,272.493,ACTUAL
MTR-UK-963,2026-05-21T16:00:00,586.538,ACTUAL
MTR-UK-963,2026-05-21T17:00:00,417.337,ACTUAL
MTR-UK-963,2026-05-21T18:00:00,190.836,ACTUAL
MTR-UK-963,2026-05-21T19:00:00,235.564,ACTUAL
MTR-UK-963,2026-05-21T20:00:00,554.836,ACTUAL
MTR-UK-963|2026-05-21T21:00:00|338.014|ACTUAL
MTR-UK-963,2026-05-21T22:00:00,392.074,ACTUAL
MTR-UK-963,2026-05-21T23:00:00,288.95,ACTUAL
MTR-USA-684,2026-05-21T00:00:00,6.295,ACTUAL
MTR-USA-684,2026-05-21T01:00:00,8.56,ACTUAL
MTR-USA-684	2026-05-21T02:00:00	31.431	ACTUAL
MTR-USA-684,2026-05-21T03:00:00,14.504,ACTUAL
MTR-USA-684	2026-05-21T04:00:00	52.622	ACTUAL
MTR-USA-684,2026-05-21T05:00:00,38.313,ACTUAL
MTR-USA-684,2026-05-21T06:00:00,36.531,ACTUAL
MTR-USA-684,2026-05-21T07:00:00,40.963,ACTUAL
MTR-USA-684,2026-05-21T08:00:00,66.044,ACTUAL
MTR-USA-684,2026-05-21T09:00:00,62.563,ACTUAL
MTR-USA-684,2026-05-21T10:00:00,419.117,ACTUAL
MTR-USA-684,2026-05-21T11:00:00,409.336,ACTUAL
MTR-USA-684,2026-05-21T12:00:00,281.088,ACTUAL
MTR-USA-684,2026-05-21T13:00:00,100.236,ACTUAL
MTR-USA-684,2026-05-21T14:00:00,160.411,ACTUAL
MTR-USA-684,2026-05-21T15:00:00,486.602,ACTUAL
MTR-USA-684,2026-05-21T16:00:00,455.37,ACTUAL
MTR-USA-684,2026-05-21T17:00:00,383.024,ACTUAL
MTR-USA-684,2026-05-21T18:00:00,106.811,ACTUAL
MTR-USA-684,2026-05-21T19:00:00,23.746,ACTUAL
MTR-USA-684,2026-05-21T20:00:00,45.207,ACTUAL
MTR-USA-684,2026-05-21T21:00:00,48.09,ACTUAL
MTR-USA-684,2026-05-21T22:00:00,39.258,ACTUAL
MTR-USA-684,2026-05-21T23:00:00,45.157,ACTUAL
MTR-USA-061,2026-05-21T00:00:00,148.478,ACTUAL
MTR-USA-061,2026-05-21T01:00:00,261.141,ACTUAL
MTR-USA-061,2026-05-21T02:00:00,39.238,ACTUAL
MTR-USA-061,2026-05-21T03:00:00,286.718,ACTUAL
MTR-USA-061,2026-05-21T04:00:00,120.771,ACTUAL
MTR-USA-061,2026-05-21T05:00:00,39.574,ACTUAL
MTR-USA-061,2026-05-21T06:00:00,172.108,ACTUAL
MTR-USA-061	2026-05-21T07:00:00	115.572	ACTUAL
MTR-USA-061,2026-05-21T08:00:00,570.145,ACTUAL
MTR-USA-061,2026-05-21T09:00:00,514.964,ACTUAL
MTR-USA-061,2026-05-21T10:00:00,406.716,ACTUAL
MTR-USA-061,2026-05-21T11:00:00,287.796,ACTUAL
MTR-USA-061,2026-05-21T12:00:00,157.126,ACTUAL
MTR-USA-061|2026-05-21T13:00:00|183.625|ACTUAL
MTR-USA-061,2026-05-21T14:00:00,220.684,ACTUAL
MTR-USA-061	2026-05-21T15:00:00	473.451	ACTUAL
MTR-USA-061	2026-05-21T16:00:00	151.345	ACTUAL
MTR-USA-061,2026-05-21T17:00:00,184.618,ACTUAL
MTR-USA-061,2026-05-21T18:00:00,285.743,ACTUAL
MTR-USA-061,2026-05-21T19:00:00,332.438,ACTUAL
MTR-USA-061,2026-05-21T20:00:00,178.305,ACTUAL
MTR-USA-061,2026-05-21T21:00:00,493.0,ACTUAL
MTR-USA-061,2026-05-21T23:00:00,367.129,ACTUAL
MTR-UK-893,2026-05-21T01:00:00,268.16,ACTUAL
MTR-UK-893	2026-05-21T02:00:00	308.463	ACTUAL
MTR-UK-893,2026-05-21T03:00:00,299.962,ACTUAL
MTR-UK-893,2026-05-21T04:00:00,346.164,ACTUAL
MTR-UK-893,2026-05-21T05:00:00,140.863,ACTUAL
MTR-UK-893,2026-05-21T06:00:00,381.188,ACTUAL
MTR-UK-893,2026-05-21T07:00:00,501.255,ACTUAL
MTR-UK-893,2026-05-21T08:00:00,299.337,ACTUAL
MTR-UK-893	2026-05-21T09:00:00	165.252	ACTUAL
MTR-UK-893,2026-05-21T10:00:00,369.309,ACTUAL
MTR-UK-893,2026-05-21T11:00:00,107.536,ACTUAL
MTR-UK-893,2026-05-21T12:00:00,219.69,ACTUAL
MTR-UK-893,2026-05-21T13:00:00,365.809,ACTUAL
MTR-UK-893,2026-05-21T14:00:00,248.536,ACTUAL
MTR-UK-893,2026-05-21T15:00:00,448.791,ACTUAL
MTR-UK-893,2026-05-21T16:00:00,470.312,ACTUAL
MTR-UK-893,2026-05-21T17:00:00,553.789,ACTUAL
MTR-UK-893,2026-05-21T18:00:00,106.837,ACTUAL
MTR-UK-893,2026-05-21T19:00:00,365.711,ACTUAL
MTR-UK-893,2026-05-21T20:00:00,491.66,ACTUAL
MTR-UK-893,2026-05-21T21:00:00,74.894,ACTUAL
MTR-UK-893,2026-05-21T22:00:00,222.942,ACTUAL
MTR-UK-893,2026-05-21T23:00:00,107.842,ACTUAL
MTR-GER-446,2026-05-21T00:00:00,19.292,ACTUAL
MTR-GER-446,2026-05-21T01:00:00,14.637,ACTUAL
MTR-GER-446,2026-05-21T02:00:00,8.375,ACTUAL
MTR-GER-446,2026-05-21T04:00:00,42.766,ACTUAL
MTR-GER-446,2026-05-21T05:00:00,17.155,ACTUAL
MTR-GER-446,2026-05-21T06:00:00,43.556,ACTUAL
MTR-GER-446,2026-05-21T07:00:00,51.377,ACTUAL
MTR-GER-446,2026-05-21T08:00:00,40.436,ACTUAL
MTR-GER-446,2026-05-21T09:00:00,560.759,ACTUAL
MTR-GER-446,2026-05-21T10:00:00,287.848,ACTUAL
MTR-GER-446,2026-05-21T11:00:00,518.562,ESTIMATED
MTR-GER-446,2026-05-21T12:00:00,314.824,ACTUAL
MTR-GER-446,2026-05-21T13:00:00,531.413,ACTUAL
MTR-GER-446,2026-05-21T14:00:00,490.999,ACTUAL
MTR-GER-446,2026-05-21T16:00:00,456.27,ACTUAL
MTR-GER-446,2026-05-21T17:00:00,343.862,ACTUAL
MTR-GER-446,2026-05-21T18:00:00,265.782,ACTUAL
MTR-GER-446,2026-05-21T19:00:00,34.499,ACTUAL
MTR-GER-446,2026-05-21T20:00:00,29.821,ACTUAL
MTR-GER-446,2026-05-21T21:00:00,45.645,ACTUAL
MTR-GER-446,2026-05-21T22:00:00,38.407,ACTUAL
MTR-GER-446|2026-05-21T23:00:00|31.16|ACTUAL
MTR-USA-393,2026-05-21T00:00:00,37.502,ACTUAL
MTR-USA-393,2026-05-21T01:00:00,112.892,ACTUAL
MTR-USA-393,2026-05-21T02:00:00,151.933,ACTUAL
MTR-USA-393,2026-05-21T03:00:00,147.579,ACTUAL
MTR-USA-393|2026-05-21T04:00:00|20.64|ACTUAL
MTR-USA-393,2026-05-21T05:00:00,137.59,ACTUAL
MTR-USA-393,2026-05-21T06:00:00,72.378,ACTUAL
MTR-USA-393,2026-05-21T07:00:00,102.926,ACTUAL
MTR-USA-393,2026-05-21T08:00:00,272.946,ACTUAL
MTR-USA-393,2026-05-21T09:00:00,495.709,ACTUAL
MTR-USA-393,2026-05-21T10:00:00,267.244,ACTUAL
MTR-USA-393,2026-05-21T11:00:00,194.413,ACTUAL
MTR-USA-393,2026-05-21T12:00:00,326.991,ACTUAL
MTR-USA-393,2026-05-21T13:00:00,137.166,ACTUAL
MTR-USA-393,2026-05-21T14:00:00,440.808,ACTUAL
MTR-USA-393,2026-05-21T15:00:00,318.649,ACTUAL
MTR-USA-393,2026-05-21T16:00:00,490.821,ACTUAL
MTR-USA-393,2026-05-21T17:00:00,113.999,ACTUAL
MTR-USA-393,2026-05-21T18:00:00,577.246,ACTUAL
MTR-USA-393,2026-05-21T19:00:00,143.431,ACTUAL
MTR-USA-393,2026-05-21T20:00:00,76.31,ACTUAL
MTR-USA-393|2026-05-21T21:00:00|73.302|ACTUAL
MTR-USA-393,2026-05-21T22:00:00,91.116,ACTUAL
MTR-USA-393|2026-05-21T23:00:00|36.365|ACTUAL
MTR-UK-127,2026-05-21T00:00:00,18.649,ACTUAL
MTR-UK-127,2026-05-21T01:00:00,44.115,ACTUAL
MTR-UK-127,2026-05-21T02:00:00,39.036,ACTUAL
MTR-UK-127,2026-05-21T03:00:00,25.107,ACTUAL
MTR-UK-127,2026-05-21T04:00:00,38.398,ACTUAL
MTR-UK-127,2026-05-21T05:00:00,44.056,ACTUAL
MTR-UK-127,2026-05-21T06:00:00,56.91,ACTUAL
MTR-UK-127,2026-05-21T07:00:00,14.681,ACTUAL
MTR-UK-127,2026-05-21T08:00:00,236.691,ACTUAL
MTR-UK-127,2026-05-21T09:00:00,387.516,ACTUAL
MTR-UK-127,2026-05-21T10:00:00,289.177,ACTUAL
MTR-UK-127,2026-05-21T11:00:00,407.804,ACTUAL
MTR-UK-127,2026-05-21T12:00:00,296.965,ACTUAL
MTR-UK-127,2026-05-21T13:00:00,308.512,ACTUAL
MTR-UK-127,2026-05-21T14:00:00,525.037,ACTUAL
MTR-UK-127,2026-05-21T15:00:00,156.9,ACTUAL
MTR-UK-127,2026-05-21T16:00:00,355.114,ACTUAL
MTR-UK-127,2026-05-21T17:00:00,450.107,ACTUAL
MTR-UK-127,2026-05-21T18:00:00,31.175,ACTUAL
MTR-UK-127,2026-05-21T19:00:00,16.174,ACTUAL
MTR-UK-127,2026-05-21T20:00:00,36.279,ACTUAL
MTR-UK-127,2026-05-21T21:00:00,24.998,ACTUAL
MTR-UK-127,2026-05-21T22:00:00,10.065,ACTUAL
MTR-UK-127,2026-05-21T23:00:00,19.012,ACTUAL
MTR-GER-840,2026-05-21T00:00:00,85.171,ACTUAL
MTR-GER-840,2026-05-21T01:00:00,138.453,ACTUAL
MTR-GER-840,2026-05-21T03:00:00,84.132,ACTUAL
MTR-GER-840,2026-05-21T04:00:00,19.93,ACTUAL
MTR-GER-840,2026-05-21T05:00:00,47.47,ACTUAL
MTR-GER-840,2026-05-21T06:00:00,116.99,ACTUAL
MTR-GER-840,2026-05-21T07:00:00,87.681,POWER_OUTAGE
MTR-GER-840,2026-05-21T08:00:00,319.378,ACTUAL
MTR-GER-840,2026-05-21T09:00:00,320.686,ACTUAL
MTR-GER-840,2026-05-21T10:00:00,467.273,ACTUAL
MTR-GER-840,2026-05-21T11:00:00,213.693,ACTUAL
MTR-GER-840,2026-05-21T12:00:00,132.223,ACTUAL
MTR-GER-840,2026-05-21T13:00:00,37.548,ACTUAL
MTR-GER-840,2026-05-21T14:00:00,97.731,ACTUAL
MTR-GER-840,2026-05-21T15:00:00,117.662,ACTUAL
MTR-GER-840,2026-05-21T16:00:00,346.255,ACTUAL
MTR-GER-840,2026-05-21T17:00:00,417.524,ACTUAL
MTR-GER-840,2026-05-21T18:00:00,591.78,ACTUAL
MTR-GER-840,2026-05-21T19:00:00,137.405,ACTUAL
MTR-GER-840,2026-05-21T20:00:00,26.204,ACTUAL
MTR-GER-840,2026-05-21T21:00:00,45.246,ACTUAL
MTR-GER-840,2026-05-21T22:00:00,68.49,ACTUAL
MTR-GER-840,2026-05-21T23:00:00,126.029,ACTUAL
MTR-IND-669,2026-05-21T00:00:00,281.157,ACTUAL
MTR-IND-669,2026-05-21T01:00:00,317.316,ACTUAL
MTR-IND-669,2026-05-21T02:00:00,164.191,ACTUAL
MTR-IND-669,2026-05-21T03:00:00,130.305,ACTUAL
MTR-IND-669,2026-05-21T04:00:00,274.234,ACTUAL
MTR-IND-669,2026-05-21T05:00:00,330.087,ACTUAL
MTR-IND-669,2026-05-21T06:00:00,337.795,ACTUAL
MTR-IND-669,2026-05-21T07:00:00,215.144,ACTUAL
MTR-IND-669,2026-05-21T08:00:00,424.843,ACTUAL
MTR-IND-669,2026-05-21T09:00:00,154.594,ACTUAL
MTR-IND-669,2026-05-21T10:00:00,542.098,ACTUAL
MTR-IND-669,2026-05-21T11:00:00,158.026,ACTUAL
MTR-IND-669,2026-05-21T12:00:00,261.036,ACTUAL
MTR-IND-669,2026-05-21T13:00:00,337.958,ACTUAL
MTR-IND-669,2026-05-21T14:00:00,105.869,ACTUAL
MTR-IND-669,2026-05-21T15:00:00,515.527,ACTUAL
MTR-IND-669,2026-05-21T16:00:00,119.945,ACTUAL
MTR-IND-669,2026-05-21T17:00:00,425.503,ACTUAL
MTR-IND-669,2026-05-21T18:00:00,476.537,ACTUAL
MTR-IND-669,2026-05-21T19:00:00,226.905,ACTUAL
MTR-IND-669,2026-05-21T20:00:00,292.346,ACTUAL
MTR-IND-669,2026-05-21T21:00:00,376.654,ACTUAL
MTR-IND-669	2026-05-21T22:00:00	494.286	ACTUAL
MTR-IND-669,2026-05-21T23:00:00,257.112,ACTUAL
MTR-USA-443,2026-05-21T03:00:00,19.495,ACTUAL
MTR-USA-443,2026-05-21T04:00:00,52.647,ACTUAL
MTR-USA-443,2026-05-21T06:00:00,37.181,ACTUAL
MTR-USA-443,2026-05-21T07:00:00,43.21,ACTUAL
MTR-USA-443,2026-05-21T08:00:00,101.136,ACTUAL
MTR-USA-443,2026-05-21T09:00:00,445.468,ACTUAL
MTR-USA-443,2026-05-21T10:00:00,506.765,ACTUAL
MTR-USA-443,2026-05-21T11:00:00,355.436,ACTUAL
MTR-USA-443,2026-05-21T12:00:00,418.419,ACTUAL
MTR-USA-443,2026-05-21T13:00:00,233.797,ACTUAL
MTR-USA-443,2026-05-21T14:00:00,501.991,ACTUAL
MTR-USA-443,2026-05-21T15:00:00,113.756,ACTUAL
MTR-USA-443,2026-05-21T16:00:00,381.306,ACTUAL
MTR-USA-443	2026-05-21T17:00:00	565.123	ACTUAL
MTR-USA-443,2026-05-21T18:00:00,235.633,ACTUAL
MTR-USA-443,2026-05-21T19:00:00,24.675,ACTUAL
MTR-USA-443,2026-05-21T20:00:00,54.05,ACTUAL
MTR-USA-443,2026-05-21T21:00:00,9.427,ACTUAL
MTR-USA-443,2026-05-21T22:00:00,14.827,ACTUAL
MTR-USA-443,2026-05-21T23:00:00,39.614,ACTUAL
MTR-GER-263,2026-05-21T00:00:00,57.143,ACTUAL
MTR-GER-263,2026-05-21T01:00:00,42.86,ACTUAL
MTR-GER-263,2026-05-21T02:00:00,127.549,ACTUAL
MTR-GER-263,2026-05-21T03:00:00,142.646,ACTUAL
MTR-GER-263,2026-05-21T04:00:00,156.749,ACTUAL
MTR-GER-263,2026-05-21T05:00:00,110.114,ACTUAL
MTR-GER-263|2026-05-21T06:00:00|84.199|ACTUAL
MTR-GER-263,2026-05-21T07:00:00,159.472,ACTUAL
MTR-GER-263,2026-05-21T08:00:00,276.471,ACTUAL
MTR-GER-263,2026-05-21T09:00:00,151.592,ACTUAL
MTR-GER-263,2026-05-21T10:00:00,456.95,ACTUAL
MTR-GER-263,2026-05-21T11:00:00,598.422,ACTUAL
MTR-GER-263,2026-05-21T12:00:00,476.454,ACTUAL
MTR-GER-263,2026-05-21T13:00:00,160.445,ACTUAL
MTR-GER-263,2026-05-21T14:00:00,110.305,ACTUAL
MTR-GER-263,2026-05-21T15:00:00,116.775,ACTUAL
MTR-GER-263,2026-05-21T16:00:00,128.698,ACTUAL
MTR-GER-263,2026-05-21T17:00:00,151.757,ACTUAL
MTR-GER-263,2026-05-21T19:00:00,104.79,ACTUAL
MTR-GER-263,2026-05-21T20:00:00,74.032,ACTUAL
MTR-GER-263|2026-05-21T21:00:00|32.527|ACTUAL
MTR-GER-263,2026-05-21T22:00:00,40.272,ACTUAL
MTR-GER-263,2026-05-21T23:00:00,141.28,ACTUAL
MTR-UK-820,2026-05-21T00:00:00,13.577,ACTUAL
MTR-UK-820,2026-05-21T01:00:00,7.546,ACTUAL
MTR-UK-820,2026-05-21T02:00:00,8.724,ACTUAL
MTR-UK-820,2026-05-21T03:00:00,17.008,ACTUAL
MTR-UK-820,2026-05-21T04:00:00,21.182,ACTUAL
MTR-UK-820,2026-05-21T05:00:00,41.138,ACTUAL
MTR-UK-820,2026-05-21T06:00:00,41.054,ACTUAL
MTR-UK-820,2026-05-21T07:00:00,29.248,ACTUAL
MTR-UK-820,2026-05-21T08:00:00,182.538,ACTUAL
MTR-UK-820,2026-05-21T09:00:00,545.267,ACTUAL
