meter_id,timestamp,kwh_interval,quality_flag
MTR-GER-552,2026-05-21T05:00:00,142.987,ACTUAL
MTR-GER-552,2026-05-21T06:00:00,228.82,ACTUAL
MTR-GER-552,2026-05-21T07:00:00,454.971,ACTUAL
MTR-GER-552,2026-05-21T08:00:00,501.304,ACTUAL
MTR-GER-552,2026-05-21T09:00:00,235.604,ACTUAL
MTR-GER-552,2026-05-21T10:00:00,117.438,ACTUAL
MTR-GER-552,2026-05-21T11:00:00,307.912,ACTUAL
MTR-GER-552,2026-05-21T12:00:00,63.644,ACTUAL
MTR-GER-552,2026-05-21T13:00:00,265.485,ACTUAL
MTR-GER-552,2026-05-21T14:00:00,524.415,ACTUAL
MTR-GER-552,2026-05-21T15:00:00,351.128,ACTUAL
MTR-GER-552,2026-05-21T16:00:00,223.022,ACTUAL
MTR-GER-552,2026-05-21T17:00:00,372.125,ACTUAL
MTR-GER-552,2026-05-21T18:00:00,175.475,ACTUAL
MTR-GER-552,2026-05-21T19:00:00,196.919,ACTUAL
MTR-GER-552,2026-05-21T20:00:00,464.127,ACTUAL
MTR-GER-552,2026-05-21T21:00:00,569.018,ACTUAL
MTR-GER-552,2026-05-21T22:00:00,97.722,ACTUAL
MTR-GER-552,2026-05-21T23:00:00,63.896,ACTUAL
MTR-GER-076,2026-05-21T00:00:00,13.632,ACTUAL
MTR-GER-076,2026-05-21T01:00:00,57.816,ACTUAL
MTR-GER-076,2026-05-21T02:00:00,6.053,ACTUAL
MTR-GER-076,2026-05-21T03:00:00,46.513,ACTUAL
MTR-GER-076,2026-05-21T04:00:00,41.39,ACTUAL
MTR-GER-076,2026-05-21T05:00:00,29.637,ACTUAL
MTR-GER-076,2026-05-21T06:00:00,37.729,ACTUAL
MTR-GER-076,2026-05-21T07:00:00,6.602,ACTUAL
MTR-GER-076,2026-05-21T08:00:00,70.968,ACTUAL
MTR-GER-076,2026-05-21T09:00:00,116.374,ACTUAL
MTR-GER-076,2026-05-21T10:00:00,375.823,ACTUAL
MTR-GER-076,2026-05-21T11:00:00,243.013,ACTUAL
MTR-GER-076,2026-05-21T12:00:00,358.132,ACTUAL
MTR-GER-076,2026-05-21T13:00:00,154.745,ACTUAL
MTR-GER-076,2026-05-21T14:00:00,234.418,ACTUAL
MTR-GER-076,2026-05-21T15:00:00,199.86,ACTUAL
MTR-GER-076,2026-05-21T16:00:00,576.082,ACTUAL
MTR-GER-076,2026-05-21T17:00:00,165.435,ACTUAL
MTR-GER-076,2026-05-21T18:00:00,129.21,ACTUAL
MTR-GER-076,2026-05-21T19:00:00,53.738,ACTUAL
MTR-GER-076,2026-05-21T20:00:00,15.803,ACTUAL
MTR-GER-076,2026-05-21T21:00:00,23.278,ACTUAL
MTR-GER-076,2026-05-21T22:00:00,24.88,ACTUAL
MTR-GER-076,2026-05-21T23:00:00,29.075,ACTUAL
MTR-UK-905,2026-05-21T01:00:00,106.46,ACTUAL
MTR-UK-905,2026-05-21T02:00:00,100.542,ACTUAL
MTR-UK-905,2026-05-21T03:00:00,116.386,ACTUAL
MTR-UK-905,2026-05-21T04:00:00,60.626,ACTUAL
MTR-UK-905,2026-05-21T05:00:00,105.23,ACTUAL
MTR-UK-905,2026-05-21T06:00:00,70.972,ACTUAL
MTR-UK-905,2026-05-21T07:00:00,176.959,ACTUAL
MTR-UK-905,2026-05-21T09:00:00,120.029,ACTUAL
MTR-UK-905,2026-05-21T10:00:00,82.244,ACTUAL
MTR-UK-905,2026-05-21T11:00:00,434.613,ACTUAL
MTR-UK-905,2026-05-21T12:00:00,434.324,ACTUAL
MTR-UK-905,2026-05-21T13:00:00,81.954,ACTUAL
MTR-UK-905,2026-05-21T14:00:00,460.059,ACTUAL
MTR-UK-905,2026-05-21T15:00:00,516.736,ACTUAL
MTR-UK-905,2026-05-21T16:00:00,252.994,ACTUAL
MTR-UK-905,2026-05-21T17:00:00,132.224,ACTUAL
MTR-UK-905,2026-05-21T18:00:00,190.933,ACTUAL
MTR-UK-905,2026-05-21T19:00:00,112.544,ACTUAL
MTR-UK-905,2026-05-21T20:00:00,89.005,ACTUAL
MTR-UK-905,2026-05-21T21:00:00,58.762,POWER_OUTAGE
MTR-UK-905,2026-05-21T22:00:00,56.81,ACTUAL
MTR-USA-299,2026-05-21T00:00:00,193.078,ACTUAL
MTR-USA-299,2026-05-21T01:00:00,221.485,ACTUAL
MTR-USA-299,2026-05-21T02:00:00,105.524,ACTUAL
MTR-USA-299,2026-05-21T03:00:00,102.824,ACTUAL
MTR-USA-299,2026-05-21T04:00:00,129.789,ACTUAL
MTR-USA-299,2026-05-21T05:00:00,231.9,ACTUAL
MTR-USA-299,2026-05-21T07:00:00,518.5,ACTUAL
MTR-USA-299,2026-05-21T08:00:00,581.488,ACTUAL
MTR-USA-299,2026-05-21T09:00:00,191.088,ACTUAL
MTR-USA-299,2026-05-21T10:00:00,231.007,ACTUAL
MTR-USA-299,2026-05-21T11:00:00,136.284,ACTUAL
MTR-USA-299,2026-05-21T12:00:00,289.776,ACTUAL
MTR-USA-299,2026-05-21T13:00:00,152.66,ACTUAL
MTR-USA-299,2026-05-21T14:00:00,106.714,ACTUAL
MTR-USA-299,2026-05-21T15:00:00,174.313,ACTUAL
MTR-USA-299,2026-05-21T16:00:00,250.421,ACTUAL
MTR-USA-299,2026-05-21T17:00:00,319.621,ACTUAL
MTR-USA-299,2026-05-21T18:00:00,291.484,ACTUAL
MTR-USA-299,2026-05-21T19:00:00,484.311,ACTUAL
MTR-USA-299,2026-05-21T20:00:00,79.352,ACTUAL
MTR-USA-299,2026-05-21T21:00:00,149.871,ACTUAL
MTR-USA-299,2026-05-21T22:00:00,531.762,ACTUAL
MTR-USA-299,2026-05-21T23:00:00,183.237,ACTUAL
MTR-GER-114,2026-05-21T00:00:00,9.497,ACTUAL
MTR-GER-114,2026-05-21T01:00:00,39.025,ACTUAL
MTR-GER-114,2026-05-21T02:00:00,32.473,ACTUAL
MTR-GER-114,2026-05-21T03:00:00,54.164,ACTUAL
MTR-GER-114,2026-05-21T04:00:00,47.752,ACTUAL
MTR-GER-114,2026-05-21T05:00:00,33.9,ACTUAL
MTR-GER-114,2026-05-21T06:00:00,32.446,ACTUAL
MTR-GER-114,2026-05-21T07:00:00,44.608,ACTUAL
MTR-GER-114,2026-05-21T08:00:00,114.582,ACTUAL
MTR-GER-114,2026-05-21T09:00:00,357.601,ACTUAL
MTR-GER-114,2026-05-21T10:00:00,482.533,ACTUAL
MTR-GER-114,2026-05-21T11:00:00,115.251,ACTUAL
MTR-GER-114,2026-05-21T12:00:00,266.249,ACTUAL
MTR-GER-114,2026-05-21T13:00:00,210.848,ACTUAL
MTR-GER-114,2026-05-21T14:00:00,246.87,ACTUAL
MTR-GER-114,2026-05-21T15:00:00,485.868,ACTUAL
MTR-GER-114,2026-05-21T16:00:00,72.695,ACTUAL
MTR-GER-114,2026-05-21T17:00:00,461.557,ACTUAL
MTR-GER-114,2026-05-21T18:00:00,80.723,ACTUAL
MTR-GER-114,2026-05-21T19:00:00,23.478,ACTUAL
MTR-GER-114,2026-05-21T20:00:00,49.337,ACTUAL
MTR-GER-114,2026-05-21T21:00:00,57.549,ACTUAL
MTR-GER-114,2026-05-21T22:00:00,7.233,ACTUAL
MTR-GER-114,2026-05-21T23:00:00,21.526,ACTUAL
MTR-USA-178,2026-05-21T00:00:00,167.891,ACTUAL
MTR-USA-178,2026-05-21T01:00:00,317.125,ACTUAL
MTR-USA-178,2026-05-21T02:00:00,53.596,ACTUAL
MTR-USA-178,2026-05-21T03:00:00,301.051,ACTUAL
MTR-USA-178,2026-05-21T04:00:00,221.331,ACTUAL
MTR-USA-178,2026-05-21T05:00:00,354.506,ACTUAL
MTR-USA-178,2026-05-21T07:00:00,482.429,ACTUAL
MTR-USA-178,2026-05-21T08:00:00,178.72,ACTUAL
MTR-USA-178,2026-05-21T09:00:00,171.252,ACTUAL
MTR-USA-178,2026-05-21T10:00:00,545.668,ACTUAL
MTR-USA-178,2026-05-21T11:00:00,579.434,ACTUAL
MTR-USA-178,2026-05-21T12:00:00,95.945,ACTUAL
MTR-USA-178,2026-05-21T13:00:00,285.535,ACTUAL
MTR-USA-178,2026-05-21T14:00:00,93.75,ACTUAL
MTR-USA-178,2026-05-21T15:00:00,493.807,ACTUAL
MTR-USA-178,2026-05-21T16:00:00,430.071,ACTUAL
MTR-USA-178,2026-05-21T17:00:00,463.51,ACTUAL
MTR-USA-178,2026-05-21T18:00:00,405.634,ACTUAL
MTR-USA-178,2026-05-21T19:00:00,214.603,ACTUAL
MTR-USA-178,2026-05-21T20:00:00,541.763,ACTUAL
MTR-USA-178,2026-05-21T21:00:00,365.092,ACTUAL
MTR-USA-178,2026-05-21T22:00:00,320.241,ACTUAL
MTR-USA-178,2026-05-21T23:00:00,261.249,ACTUAL
MTR-UK-211,2026-05-21T00:00:00,116.174,ACTUAL
MTR-UK-211,2026-05-21T01:00:00,159.16,ACTUAL
MTR-UK-211,2026-05-21T02:00:00,148.661,ACTUAL
MTR-UK-211,2026-05-21T03:00:00,86.793,ACTUAL
MTR-UK-211,2026-05-21T04:00:00,48.565,ACTUAL
MTR-UK-211,2026-05-21T05:00:00,56.96,ACTUAL
MTR-UK-211,2026-05-21T06:00:00,116.206,ACTUAL
MTR-UK-211,2026-05-21T07:00:00,28.077,ACTUAL
MTR-UK-211,2026-05-21T08:00:00,398.472,ACTUAL
MTR-UK-211,2026-05-21T09:00:00,393.599,ACTUAL
MTR-UK-211,2026-05-21T10:00:00,175.302,ACTUAL
MTR-UK-211,2026-05-21T11:00:00,415.139,ACTUAL
MTR-UK-211,2026-05-21T12:00:00,351.827,ACTUAL
MTR-UK-211,2026-05-21T13:00:00,139.982,ACTUAL
MTR-UK-211,2026-05-21T14:00:00,190.399,ACTUAL
MTR-UK-211,2026-05-21T16:00:00,488.533,ACTUAL
MTR-UK-211,2026-05-21T18:00:00,139.099,ACTUAL
MTR-UK-211,2026-05-21T19:00:00,118.154,ACTUAL
MTR-UK-211,2026-05-21T20:00:00,42.184,ACTUAL
MTR-UK-211,2026-05-21T21:00:00,48.549,ACTUAL
MTR-UK-211,2026-05-21T22:00:00,114.993,ACTUAL
MTR-UK-211,2026-05-21T23:00:00,121.881,ACTUAL
MTR-GER-914,2026-05-21T00:00:00,72.477,ACTUAL
MTR-GER-914,2026-05-21T01:00:00,167.144,ACTUAL
MTR-GER-914,2026-05-21T02:00:00,65.313,ACTUAL
MTR-GER-914,2026-05-21T03:00:00,25.715,ACTUAL
MTR-GER-914,2026-05-21T04:00:00,33.089,ACTUAL
MTR-GER-914,2026-05-21T05:00:00,27.053,ACTUAL
MTR-GER-914,2026-05-21T06:00:00,127.331,ACTUAL
MTR-GER-914,2026-05-21T07:00:00,52.805,ACTUAL
MTR-GER-914,2026-05-21T08:00:00,523.701,ACTUAL
MTR-GER-914,2026-05-21T09:00:00,524.012,ACTUAL
MTR-GER-914,2026-05-21T10:00:00,321.52,ACTUAL
MTR-GER-914,2026-05-21T11:00:00,492.223,ACTUAL
MTR-GER-914,2026-05-21T12:00:00,593.323,ACTUAL
MTR-GER-914,2026-05-21T13:00:00,118.086,ACTUAL
MTR-GER-914,2026-05-21T14:00:00,425.476,ACTUAL
MTR-GER-914,2026-05-21T15:00:00,104.227,ACTUAL
MTR-GER-914,2026-05-21T16:00:00,167.089,ACTUAL
MTR-GER-914,2026-05-21T17:00:00,200.975,ACTUAL
MTR-GER-914,2026-05-21T18:00:00,341.879,ACTUAL
MTR-GER-914,2026-05-21T19:00:00,130.092,ACTUAL
MTR-GER-914,2026-05-21T20:00:00,78.313,ACTUAL
MTR-GER-914,2026-05-21T21:00:00,97.864,ACTUAL
MTR-GER-914,2026-05-21T22:00:00,35.124,ACTUAL
MTR-GER-914,2026-05-21T23:00:00,74.7,ACTUAL
MTR-IND-021,2026-05-21T00:00:00,259.45,ACTUAL
MTR-IND-021,2026-05-21T01:00:00,351.291,ACTUAL
MTR-IND-021,2026-05-21T02:00:00,47.335,ACTUAL
MTR-IND-021,2026-05-21T03:00:00,63.057,ACTUAL
MTR-IND-021,2026-05-21T04:00:00,53.119,ACTUAL
MTR-IND-021,2026-05-21T05:00:00,206.599,ACTUAL
MTR-IND-021,2026-05-21T06:00:00,205.999,ACTUAL
MTR-IND-021,2026-05-21T07:00:00,242.916,ACTUAL
MTR-IND-021,2026-05-21T08:00:00,343.172,ACTUAL
MTR-IND-021,2026-05-21T09:00:00,505.998,ACTUAL
MTR-IND-021,2026-05-21T10:00:00,311.407,POWER_OUTAGE
MTR-IND-021,2026-05-21T11:00:00,580.8,ACTUAL
MTR-IND-021,2026-05-21T12:00:00,346.896,ACTUAL
MTR-IND-021,2026-05-21T13:00:00,83.822,ACTUAL
MTR-IND-021,2026-05-21T14:00:00,384.644,ACTUAL
MTR-IND-021,2026-05-21T15:00:00,244.298,ACTUAL
MTR-IND-021,2026-05-21T16:00:00,86.794,ACTUAL
MTR-IND-021,2026-05-21T17:00:00,85.894,ACTUAL
MTR-IND-021,2026-05-21T18:00:00,189.412,ACTUAL
MTR-IND-021,2026-05-21T19:00:00,584.69,ACTUAL
MTR-IND-021,2026-05-21T20:00:00,306.777,ACTUAL
MTR-IND-021,2026-05-21T21:00:00,111.496,ACTUAL
MTR-IND-021,2026-05-21T22:00:00,520.41,ACTUAL
MTR-IND-021,2026-05-21T23:00:00,370.049,ACTUAL
MTR-USA-150,2026-05-21T00:00:00,50.721,ACTUAL
MTR-USA-150,2026-05-21T01:00:00,46.451,ACTUAL
MTR-USA-150,2026-05-21T02:00:00,10.445,ACTUAL
MTR-USA-150,2026-05-21T03:00:00,12.948,ACTUAL
MTR-USA-150,2026-05-21T04:00:00,36.717,ACTUAL
MTR-USA-150,2026-05-21T05:00:00,54.57,ACTUAL
MTR-USA-150,2026-05-21T06:00:00,30.932,ACTUAL
MTR-USA-150,2026-05-21T07:00:00,6.532,ACTUAL
MTR-USA-150,2026-05-21T08:00:00,255.149,ACTUAL
MTR-USA-150,2026-05-21T09:00:00,123.632,ACTUAL
MTR-USA-150,2026-05-21T10:00:00,585.987,ACTUAL
MTR-USA-150,2026-05-21T11:00:00,346.465,ACTUAL
MTR-USA-150,2026-05-21T12:00:00,445.601,ACTUAL
MTR-USA-150,2026-05-21T13:00:00,594.976,ACTUAL
MTR-USA-150,2026-05-21T14:00:00,232.611,ACTUAL
MTR-USA-150,2026-05-21T15:00:00,498.554,ACTUAL
MTR-USA-150,2026-05-21T16:00:00,380.035,ACTUAL
MTR-USA-150,2026-05-21T17:00:00,559.595,ACTUAL
